"Elección","Lista/Pacto","Candidato Nombre","Candidato Apellido Paterno","Candidato Apellido Materno","Genero","Partido Politico","Adhiere a Candidato Transparente","Web Site","Facebook","Twitter","Distrito","Comunas"
"Diputado(a)","Chile Vamos","Pedro Pablo","Álvarez-Salamanca","Ramírez","Masculino","Partido Unión Demócrata Independiente","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Chile Vamos","Pablo ","Prieto","Lorca","Masculino","Independiente","Sí","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Chile Vamos","Hugo","Rey","Martínez","Masculino","Renovación Nacional","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Chile Vamos","Celso","Morales","Muñoz","Masculino","Partido Unión Demócrata Independiente","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Chile Vamos","Gonzalo","Montero","Viveros","Masculino","Renovación Nacional","Sí","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Chile Vamos","Germán","Verdugo","Soto","Masculino","Independiente","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Chile Vamos","Elena ","Rojas","Alvarado","Femenino","Partido Unión Demócrata Independiente","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Chile Vamos","Ignacio","Urrutia","Bonilla","Masculino","Partido Unión Demócrata Independiente","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","Chile Vamos","Felipe ","Cisternas","Sobarzo","Masculino","Renovación Nacional","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","Chile Vamos","Rolando","Rentería","Moller","Masculino","Partido Unión Demócrata Independiente","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","Chile Vamos","Alejandra","Ramírez","Verdugo","Femenino","Renovación Nacional","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","Chile Vamos","Jacqueline","Guiñez","Núñez","Femenino","Renovación Nacional","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Chile Vamos","Margarita","Letelier","Cortes","Femenino","Partido Unión Demócrata Independiente","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Chile Vamos","Horacio","Borquez","Conti","Masculino","Renovación Nacional","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Chile Vamos","Gustavo","Sanhueza","Dueñas","Masculino","Partido Unión Demócrata Independiente","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Chile Vamos","Frank","Sauerbaum","Muñoz","Masculino","Renovación Nacional","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Chile Vamos","Cristobal ","Martínez","Ramírez","Masculino","Independiente","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Chile Vamos","Enrique","Van Rysselberghe","Herrera","Masculino","Partido Unión Demócrata Independiente","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Chile Vamos","Claudio ","Eguiluz","Rodríguez","Masculino","Renovación Nacional","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Chile Vamos","Gabriel","Torres","Hermosilla","Masculino","Renovación Nacional","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Chile Vamos","Francesca ","Parodi","Oppliger","Femenino","Evolución Política","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Chile Vamos","Sergio","Bobadilla","Muñoz","Masculino","Partido Unión Demócrata Independiente","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Chile Vamos","Jorge","Ulloa","Aguillón ","Masculino","Partido Unión Demócrata Independiente","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Chile Vamos","Francesca ","Muñoz","González","Femenino","Renovación Nacional","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Chile Vamos","Claudia","Hurtado","Espinoza","Femenino","Partido Unión Demócrata Independiente","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Chile Vamos","Leonidas","Romero","Sáez","Masculino","Renovación Nacional","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Chile Vamos","María Carolina","Ríos","Aycaguer","Femenino","Partido Unión Demócrata Independiente","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Chile Vamos","Iván","Norambuena","Farías","Masculino","Partido Unión Demócrata Independiente","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Chile Vamos","René","Núñez","Ávila","Masculino","Evolución Política","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Chile Vamos","Carla ","Ceballos","Santibañez","Femenino","Independiente","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Chile Vamos","Marlene","Guzmán","Kramer","Femenino","Renovación Nacional","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Chile Vamos","Cristobal ","Urruticoechea","Ríos","Masculino","Renovación Nacional","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Chile Vamos","Jorge ","Rathgeb","Schifferli","Masculino","Renovación Nacional","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","Chile Vamos","Gregorio ","De la Maza","Larraín","Masculino","Partido Unión Demócrata Independiente","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","Chile Vamos","Diego","Paulsen","Kehr","Masculino","Renovación Nacional","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","Chile Vamos","Gloria ","Naveillan","Arriagada","Femenino","Partido Unión Demócrata Independiente","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","Chile Vamos","María Soledad","Castillo","Henríquez","Femenino","Renovación Nacional","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","Chile Vamos","René Manuel","García","García ","Masculino","Renovación Nacional","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Chile Vamos","Henry","Leal","Bizama","Masculino","Partido Unión Demócrata Independiente","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Chile Vamos","Andrés","Molina","Magofke","Masculino","Evolución Política","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Chile Vamos","Marisol","Rozas","Valenzulea","Femenino","Independiente","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Chile Vamos","Miguel","Mellado","Suazo","Masculino","Renovación Nacional","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Chile Vamos","Sebastián","Álvarez","Ramírez","Masculino","Evolución Política","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Chile Vamos","Laura","San Cristobal","Vásquez","Femenino","Renovación Nacional","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Chile Vamos","Kurt","Horta","Cáceres","Masculino","Partido Unión Demócrata Independiente","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
"Diputado(a)","Chile Vamos","Ann ","Hunter","Gutiérrez","Femenino","Independiente","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","Chile Vamos","Álvaro","Vargas","Salas","Masculino","Renovación Nacional","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","Chile Vamos","Gaston ","Von Muhlenbrock","Zamora","Masculino","Partido Unión Demócrata Independiente","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","Chile Vamos","Patricia","Martínez","Torres","Femenino","Independiente","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","Chile Vamos","Bernardo ","Berger","Fett","Masculino","Renovación Nacional","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","Chile Vamos","Eduardo","Salas","Cerda","Masculino","Independiente","No","","","","24"," - Corral - Lanco - Máfil - Mariquina - Valdivia - Futrono - La Unión - Lago Ranco - Los Lagos - Paillaco - Panguipulli - Río Bueno"
"Diputado(a)","Chile Vamos","Soraya","Said","Teuber","Femenino","Independiente","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Chile Vamos","Javier ","Hernández","Hernández","Masculino","Partido Unión Demócrata Independiente","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Chile Vamos","Andrea","Rosamanich","Rojas","Femenino","Renovación Nacional","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Chile Vamos","Amanda ","Milosevich","Pepper","Femenino","Evolución Política","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Chile Vamos","Harry ","Jurgensen","Rundshagen","Masculino","Renovación Nacional","No","","","","25"," - Osorno - San Juan de La Costa - San Pablo - Fresia - Frutillar - Llanquihue - Los Muermos - Puerto Octay - Puerto Varas - Purranque - Puyehue - Río Negro"
"Diputado(a)","Chile Vamos","Francisco","Muñoz","Le-Breton","Masculino","Partido Unión Demócrata Independiente","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
"Diputado(a)","Chile Vamos","José","Segura","Díaz","Masculino","Renovación Nacional","No","","","","26"," - Calbuco - Cochamó - Maullín - Puerto Montt - Ancud - Castro - Chaitén - Chonchi - Curaco de Vélez - Dalcahue - Futaleufú - Hualaihué - Palena - Puqueldón - Queilén - Quellón - Quemchi - Quinchao"
